id	ER_ratio	TM_regions	multipass	number_of_SP	sequence_length	singlepass	typeI	typeII	TM01_start	TM_proportion	len_TMD_mean	TM01_lipo	lipo_mean_all_TM_res	lipo_last_TMD	Cell_membrane	Endoplasmic_reticulum	Golgi_apparatus	GPCR	olfactory_receptor	Glyco_number	binding_sites_number	nucleotide_bs_number	uniprot_KWs	C	F	P
Q13488	0.012272630849661622	8.0	True	0.0	830.0	False	False	False	386.0	18.91566265060241	19.625	0.3834999999999999	0.16484076433121014	0.02125000000000001	False	False	False	False	False	0.0	0.0	0.0	['Alternative splicing', 'Complete proteome', 'Disease mutation', 'Hydrogen ion transport', 'Ion transport', 'Membrane', 'Osteopetrosis', 'Reference proteome', 'Transmembrane', 'Transmembrane helix', 'Transport']	['plasma membrane', 'intracellular', 'membrane protein complex', 'proton-transporting two-sector ATPase complex', 'intrinsic component of membrane', 'membrane', 'cytoplasm', 'cellular_component']	['protein binding', 'molecular_function', 'hydrolase activity', 'transporter activity', 'nucleoside-triphosphatase activity']	['transport', 'response to chemical', 'macromolecular complex assembly', 'signal transduction', 'cellular component organization or biogenesis', 'metabolic process', 'biological_process', 'biosynthetic process', 'response to stress', 'small molecule metabolic process', 'nitrogen compound metabolic process']
Q13563	0.0070097011526943954	3.0	True	0.0	968.0	False	False	False	221.0	6.301652892561983	20.33333333333333	0.01999999999999999	0.04442622950819671	-0.03782608695652179	False	False	False	False	False	5.0	0.0	0.0	['3D-structure', 'Alternative splicing', 'Calcium', 'Calcium channel', 'Calcium transport', 'Cell membrane', 'Cell projection', 'Ciliopathy', 'Cilium', 'Coiled coil', 'Complete proteome', 'Cytoplasmic vesicle', 'Direct protein sequencing', 'Disease mutation', 'Disulfide bond', 'Endoplasmic reticulum', 'Glycoprotein', 'Ion channel', 'Ion transport', 'Membrane', 'Metal-binding', 'Methylation', 'Phosphoprotein', 'Polymorphism', 'Potassium', 'Potassium channel', 'Potassium transport', 'Reference proteome', 'Transmembrane', 'Transmembrane helix', 'Transport', 'Voltage-gated channel']	['plasma membrane', 'intracellular', 'intrinsic component of membrane', 'membrane', 'cytoplasm', 'cellular_component', 'extracellular region']	['signal transducer activity', 'protein binding', 'molecular_function', 'transporter activity', 'receptor activity', 'metal ion binding']	['regulation of metabolic process', 'response to abiotic stimulus', 'transport', 'response to chemical', 'macromolecular complex assembly', 'transcription, DNA-templated', 'phosphorylation', 'RNA metabolic process', 'signal transduction', 'cellular component organization or biogenesis', 'metabolic process', 'biological_process', 'biosynthetic process', 'response to stress', 'small molecule metabolic process', 'nitrogen compound metabolic process']
Q13571	0.011845092238692687	5.0	True	0.0	262.0	False	False	False	20.0	39.69465648854962	20.8	0.2604545454545455	0.14519230769230773	0.07000000000000002	False	False	False	False	False	0.0	0.0	0.0	['Complete proteome', 'Lysosome', 'Membrane', 'Phosphoprotein', 'Polymorphism', 'Reference proteome', 'Transmembrane', 'Transmembrane helix', 'Transport']	['plasma membrane', 'intracellular', 'intrinsic component of membrane', 'membrane', 'cytoplasm', 'cellular_component']	[]	['biological_process', 'response to chemical']
Q13585	0.012300482819514912	7.0	True	0.0	617.0	False	False	False	30.0	24.14910858995137	21.285714285714285	0.09040000000000002	0.1097986577181208	0.15874999999999995	False	False	False	True	False	0.0	0.0	0.0	['Cell membrane', 'Complete proteome', 'Disulfide bond', 'G-protein coupled receptor', 'Membrane', 'Polymorphism', 'Receptor', 'Reference proteome', 'Transducer', 'Transmembrane', 'Transmembrane helix']	['plasma membrane', 'intracellular', 'intrinsic component of membrane', 'membrane', 'nucleus', 'cellular_component']	['signal transducer activity', 'molecular_function', 'receptor activity', 'protein binding']	['biological_process', 'signal transduction']
Q13586	0.013496076605886238	1.0	False	0.0	685.0	True	True	False	215.0	2.335766423357664	16.0	-0.004375000000000028	-0.004375000000000028	-0.004375000000000028	False	False	False	False	False	2.0	0.0	0.0	['3D-structure', 'Alternative splicing', 'Calcium', 'Calcium transport', 'Cell membrane', 'Coiled coil', 'Complete proteome', 'Cytoplasm', 'Cytoskeleton', 'Disease mutation', 'Endoplasmic reticulum', 'Glycoprotein', 'Ion transport', 'Membrane', 'Metal-binding', 'Microtubule', 'Phosphoprotein', 'Polymorphism', 'Reference proteome', 'Sarcoplasmic reticulum', 'Signal', 'Transmembrane', 'Transmembrane helix', 'Transport']	['plasma membrane', 'intracellular', 'intrinsic component of membrane', 'membrane', 'microtubule', 'cytoplasm', 'cellular_component']	['protein binding', 'molecular_function', 'metal ion binding']	['biological_process', 'transport', 'response to chemical']
Q13606	-0.0022838549989112203	7.0	True	0.0	314.0	False	False	False	27.0	46.81528662420382	21.0	-0.1724	0.21068027210884352	0.24789473684210525	False	False	False	True	True	1.0	0.0	0.0	['Cell membrane', 'Complete proteome', 'Disulfide bond', 'G-protein coupled receptor', 'Glycoprotein', 'Membrane', 'Olfaction', 'Polymorphism', 'Receptor', 'Reference proteome', 'Sensory transduction', 'Transducer', 'Transmembrane', 'Transmembrane helix']	['intrinsic component of membrane', 'plasma membrane']	['signal transducer activity', 'molecular_function', 'receptor activity']	['biological_process', 'signal transduction']
Q13607	-0.0005681898527077428	7.0	True	0.0	317.0	False	False	False	25.0	46.68769716088328	21.142857142857142	-0.13040000000000002	0.1592567567567568	0.3252631578947368	False	False	False	True	True	1.0	0.0	0.0	['Cell membrane', 'Complete proteome', 'Disulfide bond', 'G-protein coupled receptor', 'Glycoprotein', 'Membrane', 'Olfaction', 'Polymorphism', 'Receptor', 'Reference proteome', 'Sensory transduction', 'Transducer', 'Transmembrane', 'Transmembrane helix']	['intrinsic component of membrane', 'plasma membrane']	['signal transducer activity', 'molecular_function', 'receptor activity']	['biological_process', 'signal transduction']
Q13639	0.0165537341541974	7.0	True	0.0	388.0	False	False	False	20.0	40.97938144329897	22.714285714285715	-0.1016	0.16144654088050311	0.31100000000000005	False	False	False	True	False	1.0	0.0	0.0	['3D-structure', 'Alternative splicing', 'Cell membrane', 'Complete proteome', 'Disulfide bond', 'Endosome', 'G-protein coupled receptor', 'Glycoprotein', 'Lipoprotein', 'Membrane', 'Palmitate', 'Polymorphism', 'Receptor', 'Reference proteome', 'Transducer', 'Transmembrane', 'Transmembrane helix']	['plasma membrane', 'intracellular', 'intrinsic component of membrane', 'membrane', 'cytoplasm', 'cellular_component']	['signal transducer activity', 'molecular_function', 'receptor activity', 'protein binding']	['biological_process', 'signal transduction']
Q13651	0.00044325987729825975	1.0	False	0.0	578.0	True	True	False	232.0	4.3252595155709335	25.0	-0.029200000000000014	-0.029200000000000014	-0.029200000000000014	False	False	False	False	False	6.0	0.0	0.0	['3D-structure', 'Complete proteome', 'Direct protein sequencing', 'Disease mutation', 'Disulfide bond', 'Glycoprotein', 'Membrane', 'Polymorphism', 'Receptor', 'Reference proteome', 'Signal', 'Transmembrane', 'Transmembrane helix']	['intrinsic component of membrane', 'plasma membrane']	['signal transducer activity', 'molecular_function', 'receptor activity', 'protein binding']	['response to chemical', 'signal transduction', 'response to biotic stimulus', 'cellular component organization or biogenesis', 'biological_process']
Q13724	-0.011676398060657494	1.0	False	0.0	837.0	True	False	True	41.0	2.867383512544803	24.0	0.15291666666666667	0.15291666666666667	0.15291666666666667	False	False	False	False	False	1.0	0.0	0.0	['Alternative splicing', 'Complete proteome', 'Disease mutation', 'Endoplasmic reticulum', 'Glycoprotein', 'Glycosidase', 'Hydrolase', 'Membrane', 'Polymorphism', 'Reference proteome', 'Signal-anchor', 'Transmembrane', 'Transmembrane helix']	['intracellular', 'intrinsic component of membrane', 'membrane', 'cytoplasm', 'cellular_component', 'extracellular region']	['hydrolase activity']	['biological_process', 'biosynthetic process', 'metabolic process', 'carbohydrate metabolic process', 'protein folding']
Q13733	0.00021794656621624376	9.0	True	0.0	1029.0	False	False	False	107.0	17.97862001943634	20.555555555555557	0.13799999999999998	0.20070270270270268	0.5209523809523811	False	False	False	False	False	0.0	0.0	0.0	['Alternative splicing', 'ATP-binding', 'Cell membrane', 'Complete proteome', 'Hydrolase', 'Ion transport', 'Magnesium', 'Membrane', 'Metal-binding', 'Nucleotide-binding', 'Phosphoprotein', 'Polymorphism', 'Potassium', 'Potassium transport', 'Reference proteome', 'Sodium', 'Sodium transport', 'Sodium/potassium transport', 'Transmembrane', 'Transmembrane helix', 'Transport']	['plasma membrane', 'catalytic complex', 'intrinsic component of membrane', 'membrane', 'cellular_component']	['ion binding', 'molecular_function', 'hydrolase activity', 'nucleotide binding', 'transporter activity', 'metal ion binding', 'nucleoside-triphosphatase activity']	['biological_process', 'transport']
Q13740	0.012569967224330646	1.0	False	0.0	583.0	False	True	False	526.0	4.116638078902231	24.0	-0.0004166666666666808	-0.0004166666666666808	-0.0004166666666666808	False	False	False	False	False	10.0	0.0	0.0	['3D-structure', 'Adaptive immunity', 'Alternative splicing', 'Cell adhesion', 'Cell membrane', 'Cell projection', 'Complete proteome', 'Direct protein sequencing', 'Disulfide bond', 'Glycoprotein', 'Immunity', 'Immunoglobulin domain', 'Membrane', 'Polymorphism', 'Reference proteome', 'Repeat', 'Secreted', 'Signal', 'Transmembrane', 'Transmembrane helix']	['plasma membrane', 'intrinsic component of membrane', 'membrane', 'cellular_component', 'extracellular region']	['protein binding', 'molecular_function']	['response to chemical', 'signal transduction', 'cellular component organization or biogenesis', 'biological_process', 'cell adhesion']
Q13797	0.0152490804226144	1.0	False	0.0	1035.0	True	True	False	978.0	2.318840579710145	24.0	-0.2550000000000001	-0.2550000000000001	-0.2550000000000001	False	False	False	False	False	11.0	0.0	0.0	['Calcium', 'Cell adhesion', 'Complete proteome', 'Direct protein sequencing', 'Disulfide bond', 'Glycoprotein', 'Integrin', 'Membrane', 'Metal-binding', 'Polymorphism', 'Receptor', 'Reference proteome', 'Repeat', 'Signal', 'Transmembrane', 'Transmembrane helix']	['plasma membrane', 'membrane protein complex', 'intrinsic component of membrane', 'membrane', 'cellular_component']	['protein binding', 'molecular_function', 'metal ion binding']	['response to chemical', 'signal transduction', 'cellular component organization or biogenesis', 'biological_process', 'cell adhesion', 'response to stress']
Q13873	-0.00019067854107197472	1.0	False	0.0	1038.0	True	True	False	148.0	2.4084778420038537	25.0	0.1576	0.1576	0.1576	False	False	False	False	False	3.0	2.0	3.0	['3D-structure', 'Alternative splicing', 'ATP-binding', 'Cell membrane', 'Complete proteome', 'Disease mutation', 'Disulfide bond', 'Glycoprotein', 'Kinase', 'Magnesium', 'Manganese', 'Membrane', 'Metal-binding', 'Nucleotide-binding', 'Phosphoprotein', 'Polymorphism', 'Receptor', 'Reference proteome', 'Serine/threonine-protein kinase', 'Signal', 'Transferase', 'Transmembrane', 'Transmembrane helix']	['plasma membrane', 'intracellular', 'intrinsic component of membrane', 'membrane', 'nucleus', 'cytoplasm', 'cellular_component', 'extracellular region']	['ion binding', 'signal transducer activity', 'protein binding', 'molecular_function', 'transferase activity', 'kinase activity', 'nucleotide binding', 'receptor activity', 'metal ion binding']	['regulation of metabolic process', 'response to chemical', 'transcription, DNA-templated', 'phosphorylation', 'RNA metabolic process', 'signal transduction', 'cellular component organization or biogenesis', 'metabolic process', 'biological_process', 'DNA metabolic process', 'biosynthetic process', 'response to stress', 'nitrogen compound metabolic process']
Q13936	0.01109292747702352	9.0	True	0.0	2221.0	False	False	False	128.0	7.879333633498424	19.444444444444443	-0.13499999999999998	-0.05205714285714285	-0.09227272727272727	False	False	False	False	False	4.0	0.0	0.0	['3D-structure', 'Alternative splicing', 'Autism', 'Autism spectrum disorder', 'Brugada syndrome', 'Calcium', 'Calcium channel', 'Calcium transport', 'Calmodulin-binding', 'Cell junction', 'Cell membrane', 'Cell projection', 'Complete proteome', 'Disease mutation', 'Disulfide bond', 'Glycoprotein', 'Ion channel', 'Ion transport', 'Long QT syndrome', 'Membrane', 'Metal-binding', 'Phosphoprotein', 'Polymorphism', 'Postsynaptic cell membrane', 'Reference proteome', 'Repeat', 'Synapse', 'Transmembrane', 'Transmembrane helix', 'Transport', 'Voltage-gated channel']	['plasma membrane', 'intracellular', 'intrinsic component of membrane', 'membrane', 'cytoplasm', 'cellular_component']	['transporter activity', 'molecular_function', 'protein binding', 'metal ion binding']	['biological_process', 'transport', 'signal transduction']
Q14003	0.017136983102950108	2.0	True	0.0	757.0	False	False	False	449.0	5.680317040951122	21.5	-0.2415789473684211	-0.025116279069767444	0.1462499999999999	False	False	False	False	False	3.0	0.0	0.0	['Cell junction', 'Cell membrane', 'Cell projection', 'Complete proteome', 'Cytoplasm', 'Cytoskeleton', 'Disease mutation', 'Glycoprotein', 'Ion channel', 'Ion transport', 'Membrane', 'Methylation', 'Neurodegeneration', 'Phosphoprotein', 'Potassium', 'Potassium channel', 'Potassium transport', 'Reference proteome', 'Spinocerebellar ataxia', 'Synapse', 'Transmembrane', 'Transmembrane helix', 'Transport', 'Voltage-gated channel']	['plasma membrane', 'intracellular', 'intrinsic component of membrane', 'membrane', 'cytoplasm', 'cellular_component']	['transporter activity', 'molecular_function']	['cellular component organization or biogenesis', 'biological_process', 'transport', 'macromolecular complex assembly']
Q14028	0.011032530965379863	3.0	True	0.0	1251.0	False	False	False	657.0	5.115907274180655	21.33333333333333	0.2799999999999999	0.41953125	0.4166666666666667	False	False	False	False	False	0.0	2.0	1.0	['Alternative splicing', 'cAMP', 'cAMP-binding', 'Complete proteome', 'Disease mutation', 'Ion channel', 'Ion transport', 'Ligand-gated ion channel', 'Membrane', 'Nucleotide-binding', 'Olfaction', 'Polymorphism', 'Reference proteome', 'Retinitis pigmentosa', 'Sensory transduction', 'Transmembrane', 'Transmembrane helix', 'Transport', 'Vision']	['plasma membrane', 'intracellular', 'intrinsic component of membrane', 'membrane', 'cytoplasm', 'cellular_component']	['ion binding', 'molecular_function', 'nucleotide binding', 'transporter activity', 'receptor activity']	['response to abiotic stimulus', 'transport', 'macromolecular complex assembly', 'signal transduction', 'cellular component organization or biogenesis', 'biological_process']
Q14118	0.014152699229948213	1.0	False	0.0	895.0	False	True	False	750.0	2.793296089385475	25.0	0.0023999999999999976	0.0023999999999999976	0.0023999999999999976	False	False	False	False	False	14.0	0.0	0.0	['3D-structure', 'Autocatalytic cleavage', 'Cell junction', 'Cell membrane', 'Complete proteome', 'Congenital muscular dystrophy', 'Cytoplasm', 'Cytoskeleton', 'Disease mutation', 'Disulfide bond', 'Dystroglycanopathy', 'Glycoprotein', 'Host cell receptor for virus entry', 'Host-virus interaction', 'Limb-girdle muscular dystrophy', 'Lissencephaly', 'Membrane', 'Nucleus', 'Phosphoprotein', 'Polymorphism', 'Postsynaptic cell membrane', 'Receptor', 'Reference proteome', 'Secreted', 'Signal', 'Synapse', 'Transmembrane', 'Transmembrane helix']	['plasma membrane', 'intracellular', 'membrane protein complex', 'intrinsic component of membrane', 'membrane', 'nucleus', 'cytoplasm', 'cellular_component', 'extracellular region']	['protein binding', 'molecular_function', 'receptor activity', 'metal ion binding']	['response to abiotic stimulus', 'response to chemical', 'viral process', 'phosphorylation', 'signal transduction', 'cellular component organization or biogenesis', 'metabolic process', 'biological_process', 'proteolysis', 'cell adhesion', 'response to stress', 'regulation of metabolic process']
Q14126	0.007879351590415836	1.0	False	0.0	1118.0	True	True	False	610.0	2.23613595706619	25.0	-0.11960000000000005	-0.11960000000000005	-0.11960000000000005	False	False	False	False	False	5.0	0.0	0.0	['3D-structure', 'Calcium', 'Cardiomyopathy', 'Cell adhesion', 'Cell junction', 'Cell membrane', 'Cleavage on pair of basic residues', 'Complete proteome', 'Disease mutation', 'Glycoprotein', 'Membrane', 'Metal-binding', 'Phosphoprotein', 'Polymorphism', 'Reference proteome', 'Repeat', 'Signal', 'Transmembrane', 'Transmembrane helix']	['plasma membrane', 'intracellular', 'intrinsic component of membrane', 'membrane', 'cellular_component', 'extracellular region']	['protein binding', 'molecular_function', 'metal ion binding']	['cellular component organization or biogenesis', 'response to chemical', 'biological_process', 'cell adhesion']
Q14165	0.012173579319347443	1.0	False	0.0	292.0	True	True	False	270.0	7.191780821917808	21.0	0.04809523809523809	0.04809523809523809	0.04809523809523809	False	False	False	False	False	1.0	5.0	0.0	['Carbohydrate metabolism', 'Complete proteome', 'Direct protein sequencing', 'Endoplasmic reticulum', 'Glycoprotein', 'Membrane', 'Reference proteome', 'Signal', 'Transmembrane', 'Transmembrane helix']	['plasma membrane', 'intracellular', 'intrinsic component of membrane', 'membrane', 'cytoplasm', 'cellular_component']	['protein binding', 'molecular_function', 'carbohydrate binding']	['biological_process', 'carbohydrate metabolic process', 'transport', 'protein folding']
Q14242	0.012641563570521114	1.0	False	0.0	412.0	True	True	False	324.0	3.3980582524271843	14.0	-0.2928571428571428	-0.2928571428571428	-0.2928571428571428	False	False	False	False	False	4.0	0.0	0.0	['3D-structure', 'Alternative splicing', 'Cell adhesion', 'Cleavage on pair of basic residues', 'Complete proteome', 'Direct protein sequencing', 'Disulfide bond', 'Glycoprotein', 'Host cell receptor for virus entry', 'Host-virus interaction', 'Membrane', 'Phosphoprotein', 'Polymorphism', 'Pyrrolidone carboxylic acid', 'Receptor', 'Reference proteome', 'Repeat', 'Sialic acid', 'Signal', 'Sulfation', 'Transmembrane', 'Transmembrane helix']	['intrinsic component of membrane', 'plasma membrane', 'cellular_component', 'membrane']	['protein binding', 'molecular_function', 'receptor activity']	['response to chemical', 'biological_process', 'cell adhesion']
Q14246	0.009491931454692449	7.0	True	0.0	886.0	False	False	False	604.0	17.155756207674944	21.714285714285715	-0.11	0.08355263157894739	0.12999999999999998	False	False	False	True	False	12.0	0.0	0.0	['Adaptive immunity', 'Alternative splicing', 'Calcium', 'Cell membrane', 'Complete proteome', 'Disulfide bond', 'EGF-like domain', 'G-protein coupled receptor', 'Glycoprotein', 'Immunity', 'Membrane', 'Polymorphism', 'Receptor', 'Reference proteome', 'Repeat', 'Signal', 'Transducer', 'Transmembrane', 'Transmembrane helix']	['intrinsic component of membrane', 'plasma membrane', 'cellular_component', 'membrane']	['signal transducer activity', 'molecular_function', 'receptor activity', 'metal ion binding']	['biological_process', 'cell adhesion', 'signal transduction']
Q14318	0.015789481445739804	1.0	False	0.0	412.0	True	False	False	391.0	4.12621359223301	17.0	0.0476470588235294	0.0476470588235294	0.0476470588235294	False	False	False	False	False	0.0	0.0	0.0	['3D-structure', 'Alternative splicing', 'Apoptosis', 'Calcium', 'Complete proteome', 'Host-virus interaction', 'Isomerase', 'Isopeptide bond', 'Membrane', 'Metal-binding', 'Mitochondrion', 'Phosphoprotein', 'Polymorphism', 'Reference proteome', 'Repeat', 'Rotamase', 'TPR repeat', 'Transmembrane', 'Transmembrane helix', 'Ubl conjugation']	['intracellular', 'intrinsic component of membrane', 'membrane', 'cytoplasm', 'cellular_component']	['protein binding', 'molecular_function', 'metal ion binding', 'isomerase activity']	['regulation of metabolic process', 'response to chemical', 'viral process', 'transcription, DNA-templated', 'phosphorylation', 'RNA metabolic process', 'protein folding', 'signal transduction', 'biological_process', 'biosynthetic process', 'metabolic process', 'nitrogen compound metabolic process']
Q14330	0.006057446459330256	7.0	True	0.0	331.0	False	False	False	24.0	45.61933534743202	21.571428571428577	-0.03875000000000002	0.08556291390728478	0.2205	False	False	False	True	False	1.0	0.0	0.0	['Cell membrane', 'Complete proteome', 'Cytoplasmic vesicle', 'Disulfide bond', 'G-protein coupled receptor', 'Glycoprotein', 'Membrane', 'Phosphoprotein', 'Receptor', 'Reference proteome', 'Transducer', 'Transmembrane', 'Transmembrane helix']	['plasma membrane', 'intracellular', 'intrinsic component of membrane', 'membrane', 'cytoplasm', 'cellular_component']	['signal transducer activity', 'molecular_function', 'receptor activity']	['biological_process', 'response to chemical', 'signal transduction']
Q14332	0.007558481832208145	8.0	True	0.0	565.0	False	False	False	6.0	30.265486725663713	21.375	0.5599999999999999	0.2	0.16142857142857142	False	False	False	True	False	2.0	0.0	0.0	['3D-structure', 'Cell membrane', 'Complete proteome', 'Developmental protein', 'Disulfide bond', 'G-protein coupled receptor', 'Glycoprotein', 'Membrane', 'Receptor', 'Reference proteome', 'Signal', 'Transducer', 'Transmembrane', 'Transmembrane helix', 'Ubl conjugation', 'Wnt signaling pathway']	['plasma membrane', 'intracellular', 'intrinsic component of membrane', 'membrane', 'cytoplasm', 'cellular_component']	['signal transducer activity', 'molecular_function', 'receptor activity', 'protein binding']	['regulation of metabolic process', 'transcription, DNA-templated', 'RNA metabolic process', 'signal transduction', 'cellular component organization or biogenesis', 'biological_process', 'biosynthetic process', 'metabolic process', 'nitrogen compound metabolic process']
Q14392	-0.002572497877494232	1.0	False	0.0	662.0	True	True	False	626.0	3.9274924471299086	26.0	-0.13269230769230772	-0.13269230769230772	-0.13269230769230772	False	False	False	False	False	5.0	0.0	0.0	['Complete proteome', 'Glycoprotein', 'Leucine-rich repeat', 'Membrane', 'Polymorphism', 'Reference proteome', 'Repeat', 'Signal', 'Transmembrane', 'Transmembrane helix']	['plasma membrane', 'intracellular', 'intrinsic component of membrane', 'membrane', 'nucleus', 'cellular_component']	[]	['transport', 'biological_process', 'cell adhesion', 'metabolic process', 'regulation of metabolic process']
Q14416	0.0009914831247068835	8.0	True	0.0	872.0	False	False	False	6.0	17.087155963302752	18.625	0.03928571428571427	0.13114093959731546	0.2859090909090909	False	False	False	True	False	5.0	4.0	0.0	['3D-structure', 'Cell junction', 'Cell membrane', 'Cell projection', 'Complete proteome', 'Disulfide bond', 'G-protein coupled receptor', 'Glycoprotein', 'Membrane', 'Receptor', 'Reference proteome', 'Signal', 'Synapse', 'Transducer', 'Transmembrane', 'Transmembrane helix']	['plasma membrane', 'intracellular', 'intrinsic component of membrane', 'membrane', 'cellular_component']	['signal transducer activity', 'molecular_function', 'receptor activity']	['regulation of metabolic process', 'transport', 'signal transduction', 'biological_process', 'biosynthetic process', 'metabolic process', 'small molecule metabolic process', 'nitrogen compound metabolic process']
Q14432	5.356477150768209e-05	5.0	True	0.0	1141.0	False	False	False	132.0	7.186678352322526	16.4	0.11124999999999996	0.12353658536585367	0.173125	False	False	False	False	False	0.0	0.0	0.0	['3D-structure', 'cAMP', 'cGMP', 'Complete proteome', 'Direct protein sequencing', 'Disease mutation', 'Hydrolase', 'Isopeptide bond', 'Membrane', 'Metal-binding', 'Phosphoprotein', 'Polymorphism', 'Reference proteome', 'Transmembrane', 'Transmembrane helix', 'Ubl conjugation']	['intrinsic component of membrane', 'cytoplasm', 'intracellular', 'cellular_component']	['metal ion binding', 'hydrolase activity']	['response to chemical', 'lipid metabolic process', 'signal transduction', 'cellular component organization or biogenesis', 'biological_process', 'metabolic process', 'small molecule metabolic process', 'nitrogen compound metabolic process']
Q14435	-0.016781827581685012	1.0	False	0.0	633.0	True	False	True	16.0	3.475513428120064	22.0	0.2845454545454545	0.2845454545454545	0.2845454545454545	False	False	False	False	False	3.0	4.0	0.0	['Alternative splicing', 'Complete proteome', 'Disulfide bond', 'Glycoprotein', 'Glycosyltransferase', 'Golgi apparatus', 'Lectin', 'Manganese', 'Membrane', 'Metal-binding', 'Reference proteome', 'Signal-anchor', 'Transferase', 'Transmembrane', 'Transmembrane helix']	['intracellular', 'intrinsic component of membrane', 'membrane', 'cytoplasm', 'cellular_component', 'extracellular region']	['transferase activity', 'metal ion binding', 'carbohydrate binding']	['response to chemical', 'signal transduction', 'biological_process', 'biosynthetic process', 'metabolic process', 'carbohydrate metabolic process']
Q14524	0.01055702237945089	17.0	False	0.0	2016.0	False	False	False	136.0	15.823412698412698	18.764705882352946	0.14466666666666667	0.14608150470219433	-0.07181818181818185	False	False	False	False	False	14.0	0.0	0.0	['3D-structure', 'Alternative splicing', 'Atrial fibrillation', 'Brugada syndrome', 'Calmodulin-binding', 'Cardiomyopathy', 'Cell membrane', 'Complete proteome', 'Cytoplasm', 'Disease mutation', 'Disulfide bond', 'Glycoprotein', 'Ion channel', 'Ion transport', 'Long QT syndrome', 'Membrane', 'Methylation', 'Phosphoprotein', 'Polymorphism', 'Reference proteome', 'Repeat', 'Sodium', 'Sodium channel', 'Sodium transport', 'Transmembrane', 'Transmembrane helix', 'Transport', 'Ubl conjugation', 'Voltage-gated channel']	['plasma membrane', 'intracellular', 'intrinsic component of membrane', 'membrane', 'cytoplasm', 'cellular_component']	['transporter activity', 'molecular_function', 'protein binding']	['biological_process', 'transport', 'response to chemical']
Q14542	0.01456770661229678	11.0	True	0.0	456.0	False	False	False	13.0	51.75438596491229	21.454545454545453	0.09619047619047616	0.15703389830508468	0.024166666666666645	False	False	False	False	False	3.0	0.0	0.0	['Alternative splicing', 'Cell membrane', 'Complete proteome', 'Glycoprotein', 'Membrane', 'Nucleus', 'Phosphoprotein', 'Polymorphism', 'Reference proteome', 'Transmembrane', 'Transmembrane helix', 'Transport']	['plasma membrane', 'intracellular', 'intrinsic component of membrane', 'membrane', 'nucleus', 'cellular_component']	['transporter activity', 'molecular_function']	['metabolic process', 'biological_process', 'transport', 'nitrogen compound metabolic process']
Q14627	-0.014214689099886416	1.0	False	0.0	380.0	True	True	False	340.0	6.315789473684211	24.0	-0.01958333333333335	-0.01958333333333335	-0.01958333333333335	False	False	False	False	False	4.0	0.0	0.0	['3D-structure', 'Complete proteome', 'Disulfide bond', 'Glycoprotein', 'Membrane', 'Polymorphism', 'Receptor', 'Reference proteome', 'Repeat', 'Signal', 'Transmembrane', 'Transmembrane helix']	['intrinsic component of membrane', 'cellular_component', 'extracellular region']	['signal transducer activity', 'molecular_function', 'receptor activity']	['biological_process', 'transport', 'response to chemical', 'signal transduction']
Q14654	0.0057506644950542345	2.0	True	0.0	390.0	False	False	False	71.0	11.794871794871796	23.0	-0.07666666666666667	-0.01869565217391305	0.04454545454545453	False	False	False	False	False	0.0	0.0	0.0	['3D-structure', 'Alternative splicing', 'Complete proteome', 'Diabetes mellitus', 'Disease mutation', 'Ion channel', 'Ion transport', 'Membrane', 'Phosphoprotein', 'Polymorphism', 'Potassium', 'Potassium transport', 'Reference proteome', 'Transmembrane', 'Transmembrane helix', 'Transport', 'Voltage-gated channel']	['plasma membrane', 'intracellular', 'membrane protein complex', 'intrinsic component of membrane', 'membrane', 'nucleus', 'cytoplasm', 'cellular_component']	['ion binding', 'protein binding', 'molecular_function', 'nucleotide binding', 'transporter activity', 'receptor activity', 'metal ion binding']	['transport', 'response to chemical', 'cellular component organization or biogenesis', 'metabolic process', 'biological_process', 'response to stress', 'carbohydrate metabolic process', 'small molecule metabolic process']
Q14656	0.00658118211074467	8.0	True	0.0	261.0	False	False	False	9.0	54.40613026819923	17.75	0.07249999999999998	0.2735915492957746	0.4076923076923077	False	False	False	False	False	0.0	0.0	0.0	['Complete proteome', 'Membrane', 'Polymorphism', 'Reference proteome', 'Transmembrane', 'Transmembrane helix']	['intrinsic component of membrane', 'cytoplasm', 'intracellular', 'cellular_component']	[]	[]
Q14703	-0.006602532673312577	1.0	False	0.0	1052.0	True	True	False	1000.0	2.091254752851711	22.0	0.15045454545454542	0.15045454545454542	0.15045454545454542	False	False	False	False	False	5.0	0.0	0.0	['Autocatalytic cleavage', 'Calcium', 'Cholesterol metabolism', 'Complete proteome', 'Direct protein sequencing', 'Endoplasmic reticulum', 'Glycoprotein', 'Golgi apparatus', 'Hydrolase', 'Lipid metabolism', 'Membrane', 'Phosphoprotein', 'Polymorphism', 'Protease', 'Reference proteome', 'Serine protease', 'Signal', 'Steroid metabolism', 'Sterol metabolism', 'Transmembrane', 'Transmembrane helix', 'Zymogen']	['intracellular', 'intrinsic component of membrane', 'membrane', 'cytoplasm', 'cellular_component']	['hydrolase activity', 'peptidase activity']	['transport', 'response to chemical', 'lipid metabolic process', 'signal transduction', 'cellular component organization or biogenesis', 'metabolic process', 'biological_process', 'proteolysis', 'biosynthetic process', 'response to stress', 'small molecule metabolic process', 'regulation of metabolic process']
